Mercury	-0.116764532	-0.450101149	0	8.23502738	0.786711636	0	0.055
Venus	0.296921557	0.658119737	0	7.399251631	-6.751897133	0	0.815
Earth	1	0	0	6.2821	0	0	1
Mars	1.372082202	0.251824208	0	5.56388759	-2.469053541	0	0.107
Jupiter	2.876528383	-4.251267277	0	2.792615119	2.326517707	0	317.8
Saturn	5.961752573	-8.03227958	0	1.937511053	1.513701518	0	95.16
Uranus	14.10438354	13.87631655	0	1.391300282	1.016652614	0	14.54
Neptune	20.70753599	-21.60886379	0	1.151032472	0.834738617	0	17.15
